country,count,year,percent
philippines,101,1900,0.011738726173872617
philippines,91,1901,0.010561745589600742
philippines,40,1902,0.00493339911198816
philippines,26,1903,0.0031657128941921346
philippines,23,1904,0.0029796605777950512
philippines,38,1905,0.005261700360011078
philippines,27,1906,0.003728251864125932
philippines,22,1907,0.0029693615872587393
philippines,21,1908,0.0028763183125599234
philippines,15,1909,0.002254283137962128
philippines,6,1910,0.0009177118384827164
philippines,10,1911,0.0015790304752881731
philippines,6,1912,0.001029512697323267
philippines,17,1913,0.002561398222088293
philippines,19,1914,0.002815231886205364
philippines,9,1915,0.0015042620758816648
philippines,7,1916,0.0013340956737183153
philippines,8,1917,0.0017817371937639199
philippines,3,1918,0.0007100591715976331
philippines,3,1919,0.0006888633754305396
philippines,6,1920,0.001352569882777277
philippines,8,1921,0.001716001716001716
philippines,9,1922,0.0018923465096719932
philippines,16,1923,0.0030452988199467074
philippines,11,1924,0.0022132796780684103
philippines,3,1925,0.0006132461161079313
philippines,20,1926,0.0042131872761744255
philippines,18,1927,0.0037688442211055275
philippines,1,1928,0.0002208968411751712
philippines,11,1929,0.002391304347826087
philippines,5,1930,0.0010888501742160278
philippines,15,1931,0.0032637075718015664
philippines,17,1932,0.0035475792988313858
philippines,12,1933,0.0025439898240407037
philippines,12,1934,0.0026367831245880024
philippines,15,1935,0.0033097969991173876
philippines,6,1936,0.001303780964797914
philippines,9,1937,0.0015461260951726507
philippines,5,1938,0.0010347682119205299
philippines,4,1939,0.0009431737797689225
philippines,2,1940,0.00047778308647873863
philippines,30,1941,0.007518796992481203
philippines,38,1942,0.008979206049149339
philippines,2,1943,0.00046652670865407047
philippines,51,1944,0.012056737588652482
philippines,74,1945,0.015941404566996983
philippines,14,1946,0.0029417944946417314
philippines,4,1947,0.00088948187680676
philippines,6,1948,0.0013752005500802201
philippines,6,1949,0.0014044943820224719
philippines,7,1950,0.0015415106804668576
philippines,8,1951,0.0017312270071413113
philippines,5,1952,0.001136880400181901
philippines,8,1953,0.0018034265103697023
philippines,17,1954,0.0037937960276723946
philippines,15,1955,0.0031955688112484024
philippines,5,1956,0.0010604453870625664
philippines,6,1957,0.0012703789964005929
philippines,4,1958,0.0008565310492505353
philippines,4,1959,0.0008437038599451593
philippines,12,1960,0.0025010421008753647
philippines,1,1961,0.0002092925910422771
philippines,7,1962,0.0014635166213673428
philippines,15,1963,0.003391363328057879
philippines,7,1965,0.001526051885764116
philippines,21,1966,0.0045327001942585795
philippines,2,1967,0.00043563493792202136
philippines,2,1968,0.00044913541432741973
philippines,5,1969,0.0011544677903486493
philippines,8,1970,0.00186219739292365
philippines,2,1971,0.0004893564962074871
philippines,9,1972,0.0021634615384615386
philippines,5,1973,0.0011084016847705607
philippines,1,1974,0.0001990049751243781
philippines,5,1975,0.0012413108242303873
philippines,5,1976,0.0012983640612827837
philippines,2,1977,0.0006688963210702341
philippines,3,1978,0.0033222591362126247
philippines,1,1980,0.00017587055926837847
philippines,1,1981,0.00011183180496533214
philippines,1,1982,0.00011814744801512288
philippines,7,1983,0.0008355216042014801
philippines,2,1984,0.00023049441051054513
philippines,12,1985,0.001391949889803967
philippines,26,1986,0.0028153762858689766
philippines,18,1987,0.0020412792016330232
philippines,5,1988,0.0005670220004536176
philippines,6,1989,0.0006825162097599818
philippines,2,1990,0.00023185717597959656
philippines,6,1991,0.0007279786459597186
philippines,2,1992,0.0002528125395019593
philippines,2,1994,0.000244140625
philippines,2,1995,0.00020510716849553892
philippines,1,1996,0.00010360547036883547
philippines,2,1997,0.0001967922857423989
philippines,2,2000,0.00017473353136466887
philippines,7,2001,0.000528222155146393
philippines,15,2002,0.0011169024571854058
philippines,14,2003,0.0010244402165959315
philippines,6,2004,0.0004531379805150668
philippines,1,2005,0.00008798169980644026
philippines,1,2006,0.00009203018590097552
philippines,1,2008,0.00010318852543597152
philippines,1,2013,0.00015008254539996998
united kingdom,410,1900,0.04765225476522548
united kingdom,487,1901,0.05652274837511606
united kingdom,351,1902,0.0432905772076961
united kingdom,238,1903,0.028978448800681844
united kingdom,240,1904,0.03109211037699184
united kingdom,156,1905,0.02160066463583495
united kingdom,238,1906,0.03286384976525822
united kingdom,206,1907,0.027804022135240924
united kingdom,219,1908,0.0299958909738392
united kingdom,277,1909,0.041629095281033965
united kingdom,164,1910,0.02508412358519425
united kingdom,202,1911,0.0318964156008211
united kingdom,198,1912,0.03397391901166781
united kingdom,239,1913,0.03601024559288835
united kingdom,663,1914,0.0982367758186398
united kingdom,1027,1915,0.1716530168811633
united kingdom,825,1916,0.15723270440251572
united kingdom,763,1917,0.16993318485523384
united kingdom,765,1918,0.18106508875739644
united kingdom,465,1919,0.10677382319173363
united kingdom,364,1920,0.08205590622182146
united kingdom,508,1921,0.10896610896610896
united kingdom,421,1922,0.0885197645079899
united kingdom,388,1923,0.07384849638370765
united kingdom,293,1924,0.058953722334004026
united kingdom,324,1925,0.06623058053965658
united kingdom,300,1926,0.06319780914261638
united kingdom,381,1927,0.07977386934673367
united kingdom,284,1928,0.06273470289374862
united kingdom,456,1929,0.09913043478260869
united kingdom,450,1930,0.09799651567944251
united kingdom,495,1931,0.1077023498694517
united kingdom,397,1932,0.08284641068447413
united kingdom,411,1933,0.0871316514733941
united kingdom,289,1934,0.06350252691716106
united kingdom,350,1935,0.07722859664607237
united kingdom,385,1936,0.08365927857453281
united kingdom,350,1937,0.06012712592338086
united kingdom,408,1938,0.08443708609271523
united kingdom,559,1939,0.1318085357227069
united kingdom,821,1940,0.1961299569995222
united kingdom,773,1941,0.193734335839599
united kingdom,449,1942,0.10609640831758034
united kingdom,365,1943,0.08514112432936785
united kingdom,378,1944,0.08936170212765958
united kingdom,337,1945,0.07259801809564843
united kingdom,398,1946,0.08363101491910065
united kingdom,401,1947,0.08917055814987769
united kingdom,296,1948,0.06784322713729085
united kingdom,261,1949,0.061095505617977525
united kingdom,222,1950,0.04888791015194891
united kingdom,289,1951,0.06254057563297988
united kingdom,220,1952,0.05002273760800364
united kingdom,198,1953,0.044634806131650134
united kingdom,227,1954,0.050658335193037266
